X,Y,FID,OGF_ID,MOH_PRO_ID,SERV_TYPE,SERV_DET,EN_NAME,FR_NAME,EN_ALT,FR_ALT,ADDRESS_1,ADDRESS_2,ADDR_DESCR,COMMUNITY,POSTALCODE,GEO_UPT_DT,EFF_DATE
-79.2209273399999,43.7430828080001,2374,172381866,2428876,Pharmacy,RP,Best Care Village Pharmacy, , , ,3170 Eglinton Avenue East, , ,Toronto,M1J2H3,20220428140104,20220426153306
-79.7974096889999,43.354189713,2375,172378391,8754641,Independent Health Facility,"Nuc Med - In Vivo Gen, Nuc Med - In Vivo SPECT",KMH Cardiology Centres Inc., ,KMH Cardiology Centres Inc., ,3155 Harvester Road,Suite 106,Practice Location,Burlington,L7N3V2,20220428140024,20220426152427
-80.324531158,43.376364992,2376,172378084,5846492,Independent Health Facility,"Radgrhy, Gen Ultrasound, Vasc Utrasnd, Bone Min DXA, Mamm",Cambridge Medical Imaging, ,2772721 Ontario Inc., ,614 Coronation Boulevard,Suite 103,Practice Location,Cambridge,N1R3E8,20220428140004,20220426152335
-75.749160742,45.2684770270001,2377,172385784,8316137,Pharmacy,RP,Drugstore Pharmacy #4284, , , ,3777 Strandherd Drive, , ,Ottawa,K2J4B1,20220428135943,20220426154445
-81.536468488,42.8090362340001,2378,172380533,7293,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Southwest Ontario Aboriginal Health Access Centre, , , ,77 Anishinaabeg Drive,R.R. 1,Practice Location,Muncey,N0L1Y0,20220428140102,20220426152935
-78.2796036569999,43.9608097890001,2379,172386819,T0451,Retirement Home, ,Empire Crossing Retirement Community, , , ,224 Ward Street, , ,Port Hope,L1A0C5,20220428140018,20220426154719
-79.377467092,43.7684146060001,2380,172386297,8858514,Pharmacy,RP,Prince Rx-Bessarion Pharmacy, , , ,701 Sheppard Avenue East,Unit 101, ,Toronto,M2K2Z3,20220428140035,20220426154609
-80.45120909,43.28511917,2381,172384172,6400398,Pharmacy,RP,Macneil & Dodd Pharmacy., , , ,45 Stanley Street, , ,Ayr,N0B1E0,20220428135940,20220426153948
-75.71719164,45.370575645,2382,172378598,1013303,Independent Health Facility,Dialysis,Ottawa-Carleton Dialysis Services, ,Ottawa-Carleton Dialysis Services, ,780 Baseline Road,Unit 1,Practice Location,Ottawa,K2C3V8,20220428140059,20220426152514
-79.4634229119999,43.6826287870001,2383,172385069,7486151,Pharmacy,RP,Pharmacy Go Caledonia, , , ,324 Silverthorn Avenue, , ,Toronto,M6N3K6,20220428140015,20220426154235
-79.868688624,43.4933793340001,2384,172387109,T0436,Retirement Home, ,Seasons Milton, , , ,760 Bronte Street, , ,Milton,L9T8X4,20220428135914,20220426154758
-79.8355831329999,43.7051830730001,2385,172385096,7515593,Pharmacy,RP,Pharmaguard, , , ,10990 Chinguacousy Road, , ,Brampton,L7A0P1,20220428135957,20220426154242
-89.246750262,48.4004152590001,2386,172380946,200598,Pharmacy,RP,Shoppers Drug Mart #680, , , ,1186 Memorial Avenue, , ,Thunder Bay,P7B5K5,20220428140027,20220426153103
-79.417791494,43.6398873810001,2387,172384463,6790751,Pharmacy,RP,Metro Pharmacy #572, , , ,100 Lynn Williams Street, , ,Toronto,M6K3N6,20220428140033,20220426154030
-79.372874887,43.7228456980001,2388,172377665,9000000121,AIDS Bureau,HIV Outpatient Clinic,"Sunnybrook Health Sciences Centre, Anita Rachlis Clinic", , , ,2075 Bayview Avenue,Room H266,Practice Location,Toronto,M4N3M5,20220428135917,20220426161808
-79.018681488,43.882578542,2389,172379023,3891,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare-Gamma Laboratory Partnership, ,Dynacare, ,300 Rossland Road East, , ,Ajax,L1Z0M1,20220428135949,20220428101817
-79.214666338,43.7436236090001,2390,172383634,5668431,Pharmacy,RP,Kanan's Guardian Pharmacy, , , ,3227 Eglinton Avenue East,Unit 143 & 144, ,Toronto,M1J3M5,20220428140049,20220426153810
-79.8584134019999,43.2727560960001,2391,172383587,5610635,Pharmacy,RP,West Harbour Pharmacy, , , ,554 John Street North, , ,Hamilton,L8L4S1,20220428135940,20220426153753
-79.216388739,43.7429840090001,2392,172381717,2074597,Pharmacy,RP,Metro Pharmacy #528, , , ,3221 Eglinton Avenue East, , ,Toronto,M1J2H7,20220428135907,20220426153246
-79.382412094,43.7671998050001,2393,172386548,T0143,Retirement Home, ,Amica Bayview Gardens, , , ,19 Rean Drive, , ,Toronto,M2K0A4,20220428135944,20220426154643
-82.3650649639999,43.0030684270001,2394,172388748,2889,Long-Term Care Home,For-Profit,Twin Lakes Terrace Long Term Care Community, , , ,1310 Murphy Road, , ,Sarnia,N7S6K5,20220428135931,20220426155138
-80.431473261,46.134634153,2395,172381865,2427555,Pharmacy,RP,Pharmacie Noelville Pharmacy, , , ,20 Saint David North Street, , ,Noëlville,P0M2W0,20220428140046,20220426153305
-80.9194543579999,44.5665914690001,2396,172381746,2147493,Pharmacy,HOPD,Grey Bruce Regional Health Ctr, , , ,8th Street East,Health Centre Phcy-Outpatient 1400, ,Owen Sound,N4K6M9,20220428135937,20220426153249
-77.384537585,44.164087265,2397,172383532,5518674,Pharmacy,RP,Village Pharmacy, , , ,216 Front Street,Unit B, ,Belleville,K8N2Z2,20220428135910,20220426153748
-81.23480001,42.98849998,2398,172387675,2013,Community Support Service,Site,Southwest Ontario Aboriginal Health Access Centre, ,LONDON Southwest Ont Aboriginal HC, ,427 William Street,Unit 425, ,London,N6B3E1,20220428140113,20220428113007
-79.7974096889999,43.354189713,2399,172381840,2367959,Pharmacy,RP,Total Health Pharmacy, , , ,3155 Harvester Road, , ,Burlington,L7N3V2,20220428135953,20220426153302
-82.777310327,42.298645783,2400,172386919,S0214,Retirement Home, ,La Chaumiere Retirement Residence, , , ,1023 County Road 22, , ,Belle River,N0R1A0,20220428135929,20220426154732
-80.711108281,43.3781244740001,2401,172385344,7803273,Pharmacy,RP,Cook's Pharmacy, , , ,75 Huron Street, , ,New Hamburg,N3A1K1,20220428135912,20220426154322
-79.3887097959999,43.7678351050001,2402,172387926,4339,Community Support Service,Site,North Yorkers for Disabled Persons Inc., ,TORONTO North Yorkers for Disabled, ,2880 Bayview Avenue, , ,Toronto,M2N5K3,20220428140038,20220428113126
-79.649085365,43.606826465,2403,172385899,8437710,Pharmacy,RP,Mississauga Cure Pharmacy, , , ,4557 Hurontario Street,Unit B5, ,Mississauga,L4Z3M2,20220428140110,20220426154501
-79.465066064,46.31186783,2404,172379780,3980,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Canadian Mental Health Association North Bay and District, , , ,178 Main Street West, ,Practice Location,North Bay,P1B2T5,20220428140007,20220426152747
-75.630511583,45.0304340910001,2405,172381394,1302995,Pharmacy,HSC,Act 1 Corp, , , ,3249 Leeds and Grenville 43, , ,Kemptville,K7A5B8,20220428135937,20220426153202
-76.4869330989999,44.2306769150001,2406,172380117,3767,Mental Health and Addiction Organization,Mental Health Services,Kingston Health Sciences Centre, , , ,166 Brock Street,Johnson 5,Administration and Practice Location,Kingston,K7L5G6,20220428135950,20220426152833
-75.216062686,45.5105400900001,2407,172382535,3942531,Pharmacy,LTCF,Centre D'accueil Roger Seguin, , , ,435 Rue LEMAY, , ,Clarence Creek,K0A1N0,20220428135954,20220426153435
-79.3860585849999,43.6604975860001,2408,172378681,4179104,Independent Health Facility,Sleep Stud,Sleep and Alertness Clinic, ,Straight Sleep Inc., ,790 Bay Street,Suite 800,Practice Location,Toronto,M5G1N8,20220428140042,20220426152523
-79.4416438229999,43.887217623,2409,172383365,5286479,Pharmacy,RP,York Care Pharmacy, , , ,10660 Yonge Street, , ,Richmond Hill,L4C3C9,20220428140106,20220426153710
-84.7717681889999,47.9957319960001,2410,172379620,2161,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Canadian Mental Health Association (CMHA) Algoma, , , ,18 Ganley Street, ,Practice Location,Wawa,P0S1K0,20220428140006,20220426152726
-81.002041972,43.3790561600001,2411,172384874,7253394,Pharmacy,RP,Shoppers Drug Mart #1444, , , ,511 Huron Street, , ,Stratford,N5A5T8,20220428135942,20220426154149
-75.9072201,45.3368085320001,2412,172383915,6065875,Pharmacy,RP,Rexall #1453, , , ,4048 Carling Avenue, , ,Ottawa,K2K1Y1,20220428135925,20220426153904
-79.5986841599999,43.7309332890001,2413,172379513,4207,Laboratory - Hospital,Hospital Laboratory - Urban Hospital,William Osler Health System, ,William Osler Health System - Etobicoke General Hospital, ,101 Humber College Boulevard, , ,Toronto,M9V1R8,20220428140100,20220428114259
-75.0872043269999,45.313665062,2414,172385865,8396238,Pharmacy,RP,Pharmasave Casselman Pharmacy, , , ,732 Rue PRINCIPALE, , ,Casselman,K0A1M0,20220428140017,20220426154456
-83.0275990009999,42.2667091640001,2415,172385964,8508554,Pharmacy,RP,Shoppers Drug Mart 1114, , , ,1421 Grand Marais Road West,Unit 100, ,Windsor,N9E4V1,20220428135958,20220426154514
-79.46594994,43.99081074,2416,172381787,2235272,Pharmacy,RP,Enhanced Care Pharmacy, , , ,14872 Yonge Street, , ,Aurora,L4G1N2,20220428140029,20220426153255
-75.554998578,45.263379334,2417,172385363,7825990,Pharmacy,RP,Greely Pharmasave, , , ,6045 Bank Street,Unit 204, ,Ottawa,K4P0G5,20220428140034,20220426154324
-80.5583845529999,43.6002441200001,2418,172385772,8302277,Pharmacy,RP,Woolwich Total Health Pharmacy, , , ,10 Church Street West, , ,Elmira,N3B1M3,20220428135913,20220426154443
-79.9352723229999,43.2332379850001,2419,172384483,6809956,Pharmacy,LTCF,Chartwell Willowgrove Ltc Resi, , , ,1217 Old Mohawk Road, , ,Hamilton,L9K1P6,20220428140014,20220426154037
-80.268981356,43.549977525,2420,172377599,9000000055,AIDS Bureau,"CBAESP, HR Program, HIV Outpatient Clinic, HIV POC Testing",HIV/AIDS Resources and Community Health, , , ,77 Westmount Road,Unit 110,Practice Location,Guelph,N1H5J1,20220428140057,20220426161751
-82.39061147,42.9769407210001,2421,172384209,6455757,Pharmacy,RP,Pharmacy Care, , , ,89 Norman Street, , ,Sarnia,N7T6S3,20220428135956,20220426153953
-79.733108374,43.4133008270001,2422,172380056,2216,Mental Health and Addiction Organization,Addiction Services,Hope Place Centres, , , ,775 Pacific Road,Suite 34,Practice Location,Oakville,L6L6M4,20220428140026,20220426152824
-80.537073533,43.461660497,2423,172383130,4943315,Pharmacy,RP,Westmount Place Pharmacy, , , ,50 Westmount Road North, , ,Waterloo,N2L2R5,20220428135924,20220426153616
-79.6103216559999,43.6509873740001,2424,172383536,5532435,Pharmacy,RP,Rxi Specialty Pharmacy, , , ,5155 Spectrum Way,Unit 29, ,Mississauga,L4W5A1,20220428140031,20220426153748
-79.4183307979999,43.6827365890001,2425,172377981,5221255,Independent Health Facility,"Radgrhy, Gen Ultrasound",2387755 Ontario Inc., ,2387755 Ontario Inc., ,1466 Bathurst Street,Basement,Practice Location,Toronto,M5R3S3,20220428135903,20220426152320
-76.4852016999999,44.253237819,2426,172382860,4495317,Pharmacy,RP,Canadian Add. Treatm. Phcy Lp, , , ,7 Hickson Avenue, , ,Kingston,K7K2N4,20220428140012,20220426153519
-79.569584935,43.563945861,2427,172386858,T0190,Retirement Home, ,Greenway Lodge Retirement Home, , , ,860 The Greenway, , ,Mississauga,L5G1P6,20220428140054,20220426154724
-80.52148233,43.4769931010001,2428,172378775,4023918,Independent Health Facility,"Bone Min DXA, Mamm, Radgrhy, Gen Ultrasound, Vasc Utrasnd",True North Imaging, ,1582235 Ontario Limited, ,65 University Avenue East,Unit 17,Practice Location,Waterloo,N2J2V9,20220428135948,20220426152536
-79.448100815,43.772870003,2429,172377428,10000000192,Hospital - Site, ,North York General Hospital - Branson Ambulatory Care Centre, ,North York General Hospital, ,555 Finch Avenue West, , ,North York,M2R1N5,20220428135931,20220426152145
-80.72891264,42.8610906820001,2430,172383361,5279110,Pharmacy,RP,Coward Pharmacy Ltd., , , ,165 Broadway Street, , ,Tillsonburg,N4G3P9,20220428140048,20220426153709
-82.401793074,42.9900741230001,2431,172383346,5250630,Pharmacy,RP,The Point Care Pharmacy, , , ,704 Mara Street,Unit 112, ,Point Edward,N7V1X4,20220428135939,20220426153703
-79.41383598,44.6094249490001,2432,172380801,9000000033,Midwifery Clinic,Main,Orillia Midwives, , , ,100 Colborne Street East,Suite 400,Practice Location,Orillia,L3V2Y9,20220428135951,20220426153043
-81.0060286839999,46.4727506770001,2433,172379402,5810,Laboratory - Community Private,Community (Private) Laboratory - Specialty Lab,NEOMO Medical, ,NEOMO VALE GLENCORE Mobile Laboratory, ,885 Prete Street, , ,Greater Sudbury,P3E3X9,20220428140043,20220428090323
-75.6365507199999,45.4450940610001,2434,172384080,6267915,Pharmacy,RP,Rexall #8134, , , ,753 Montreal Road, , ,Ottawa,K1K0T1,20220428140107,20220426153924
-79.749582408,43.729833581,2435,172384690,7041998,Pharmacy,RP,North Park Pharmacy, , , ,860 North Park Drive,Unit 5, ,Brampton,L6S4N5,20220428140108,20220426154118
-75.23551384,44.87435728,2436,172387971,4393,Community Support Service,Site,Home Support Services - Morrisburg and District, ,SOUTH DUNDAS  Home Support Services, ,County Road 4,"R.R.   1, 11815 Lakeshore Drive West", ,South Dundas,K0C1X0,20220428140001,20220428113126
-79.489653576,46.3501307350001,2437,172380285,21800,Mental Health and Addiction Organization,Mental Health Services,North Bay Regional Health Centre, , , ,105 Larocque Road, ,Practice Location,North Bay,P1B8G3,20220428135935,20220426152856
-79.2032562379999,43.7817425160001,2438,172388638,M571,Long-Term Care Home,Non-Profit,Seven Oaks, , , ,9 Neilson Road, , ,Toronto,M1E5E1,20220428135916,20220426155123
-79.389943187,43.658216786,2439,172377507,10000000111,Hospital - Site, ,University Health Network - Princess Margaret, ,University Health Network, ,610 University Avenue, , ,Toronto,M5G2M9,20220428140040,20220426152156
-78.923205374,42.9104403740001,2440,172382320,3489415,Pharmacy,LTCF,Crescent Park Lodge, , , ,4 Hagey Avenue, , ,Fort Erie,L2A1S7,20220428140105,20220426153407
-80.3271896589999,43.3776814920001,2441,172378924,4169,Laboratory - Hospital,Hospital Laboratory - Urban Hospital,Cambridge Memorial Hospital, ,Cambridge Memorial Hospital, ,700 Coronation Boulevard, , ,Cambridge,N1R3G2,20220428140024,20220428093447
-79.617229552,43.5783054610001,2442,172378560,2678588,Independent Health Facility,"Bone Min DXA, Fluorscpy, Mamm, Radgrhy, Gen Ultrasound, Vasc Utrasnd",Ontario Diagnostic Centre (ODC) - 71 King, ,2203552 Ontario Inc., ,71 King Street West,Suite 102,Practice Location,Mississauga,L5B4A2,20220428140005,20220426152510
-79.870940004,43.251431192,2443,172381061,525391,Pharmacy,RP,Medical Arts Pharmacy, , , ,179 James Street South, , ,Hamilton,L8P3A3,20220428140103,20220426153117
-75.691379237,45.4308289570001,2444,172387339,9000000270,Senior Active Living Centre, ,Centre de services Guigues,Centre de services Guigues, , ,159 Murray Street,"159, rue Murray", ,Ottawa,K1N5M7,20220428140019,20220428132027
-79.666041956,43.4493222360001,2445,172386773,T0270,Retirement Home, ,Churchill Place, , , ,345 Church Street, , ,Oakville,L6J7G4,20220428140036,20220426154713
-78.1984374319999,43.977748096,2446,172380315,12618,Mental Health and Addiction Organization,Mental Health Services,Northumberland Hills Hospital, , , ,1000 DePalma Drive, ,Practice Location,Cobourg,K9A5W6,20220428135920,20220426152900
-79.014483882,43.836539734,2447,172384617,6960997,Pharmacy,RP,Medical Place Pharmacy, , , ,601 Harwood Avenue South,Unit 100, ,Ajax,L1S2J5,20220428135941,20220426154100
-75.8205446709999,45.3284755340001,2448,172383603,5624915,Pharmacy,RP,Stafford Ida Pharmacy, , , ,1861 Robertson Road, , ,Ottawa,K2H9N5,20220428135924,20220426153758
-80.0448399329999,42.958430031,2449,172379195,3428,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,75 Parkview Road, , ,Hagersville,N0A1H0,20220428140100,20220426161531
-79.421319082,44.605755748,2450,172383078,4850995,Pharmacy,RP,Colborne Pharmacy, , , ,61 Colborne Street West, , ,Orillia,L3V2Y6,20220428135954,20220426153602
-79.76828921,43.694763374,2451,172379201,3440,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs LP, ,LifeLabs, ,36 Vodden Street East, , ,Brampton,L6V4H4,20220428135904,20220426161455
-81.5350010189999,43.1470523940001,2452,172381763,2190033,Pharmacy,RP,Cds Pharmacy, , , ,163 Ailsa Craig Main Street, , ,Ailsa Craig,N0M1A0,20220428140010,20220426153252
-79.523266538,43.7557163970001,2453,172378187,3872770,Independent Health Facility,"Bone Min DXA, Radgrhy, Gen Ultrasound",Dixie X-Ray Associates - Oakdale, ,Dixie X-Ray Associates Limited, ,2065 Finch Avenue West,Suite B01,Practice Location,Toronto,M3N2V7,20220428135932,20220426152350
-81.606824892,42.6040657940001,2454,172384391,6701517,Pharmacy,RP,West Elgin Pharmacy, , , ,229 Graham Road, , ,West Lorne,N0L2P0,20220428140050,20220426154020
-79.328776267,43.6582346880001,2455,172381071,560592,Pharmacy,RP,Shoppers Drug Mart #1255, , , ,1015 Lakeshore Boulevard East, , ,Toronto,M4M1B4,20220428135907,20220426153118
-80.515452925,43.4502349960001,2456,172378761,499537,Independent Health Facility,Gen Ultrasound,True North Imaging, ,Clearview Diagnostic Imaging Inc., ,564 Belmont Avenue West,Suite 101,Practice Location,Kitchener,N2M5N6,20220428135918,20220426152534
-75.619677009,45.385283052,2457,172377809,146,Family Health Team - Contract,Site,Byward Family Health Team, , , ,2310 St. Laurent Boulevard,Suite 320, ,Ottawa,K1G5H9,20220428135947,20220426161056
-79.4386106219999,43.8792224220001,2458,172382385,3607430,Pharmacy,RP,Neighbourhood Pharmacy, , , ,10323 Yonge Street, , ,Richmond Hill,L4C3C1,20220428140047,20220426153415
-78.546369194,44.5404572780001,2459,172382249,3339658,Pharmacy,LTCF,Pinecrest Nursing Home, , , ,R.R. 2, , ,Kawartha Lakes,K0M1A0,20220428135938,20220426153357
-81.004027373,43.37958696,2460,172383072,4835272,Pharmacy,RP,Sobeys Pharmacy #7270, , , ,581 Huron Street,Unit 1, ,Stratford,N5A5T8,20220428135909,20220426153600
-79.404946592,43.668190687,2461,172388121,4632,Community Support Service,Site,Native Canadian Centre of Toronto, ,TORONTO Native Canadian Centre, ,16 Spadina Road, , ,Toronto,M5R2S7,20220428140114,20220428112912
-80.9454659689999,46.508155086,2462,172386104,8650952,Pharmacy,RP,Carerx Sudbury, , , ,555 Barry Downe Road,Unit 205, ,Greater Sudbury,P3A3T4,20220428140111,20220426154542
-79.766162788,43.4498430310001,2463,172380020,4982,Mental Health and Addiction Organization,Mental Health Services,Halton Healthcare Services Corporation, , , ,3001 Hospital Gate, ,Administration and Practice Location,Oakville,L6M0L8,20220428140007,20220426152820
-79.4473053149999,43.771995303,2464,172380311,2468,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,North York General Hospital, , , ,555 Finch Avenue West, ,Administrative Office,Toronto,M2R1N5,20220428135951,20220426152859
-75.180545324,44.901552887,2465,172382757,4329676,Pharmacy,RP,Upper Canada Remedys Rx 189, , , ,139 Main Street, , ,Morrisburg,K0C1X0,20220428135954,20220426153505
-80.915156958,44.5720991700001,2466,172387110,S0158,Retirement Home, ,Seasons Owen Sound, , , ,1389 16th Avenue, , ,Owen Sound,N4K0A9,20220428140037,20220426154758
-80.550919845,43.544169911,2467,172380833,9000000116,Midwifery Clinic,Transfer Payment Agency,Woolwich Community Health Centre, , , ,10 Parkside Drive, ,Administrative Office,St. Jacobs,N0B2N0,20220428135921,20220426153053
-76.596967849,44.409562642,2468,172385053,7472433,Pharmacy,RP,Drugsmart Pharmacy #001, , , ,4375 Mill Street,Postal Office Box 449, ,Sydenham,K0H2T0,20220428135942,20220426154230
-82.1892493559999,42.4095956310001,2469,172384136,6346634,Pharmacy,RP,Bmc Pharmacy, , , ,69 Grand Avenue East,Unit B, ,Chatham,N7L1V8,20220428135925,20220426153943
-81.200390581,42.7777210450001,2470,172379733,2818,Mental Health and Addiction Organization,Mental Health Services,Canadian Mental Health Association (CMHA) Thames Valley Addictions and Mental Health Services, , , ,110 Centre Street, ,Administration and Practice Location,St. Thomas,N5R2Z9,20220428140101,20220426152741
-79.5729663509999,43.7250342890001,2471,172386048,8585097,Pharmacy,LTCF,Kipling Acres, , , ,2233 Kipling Avenue, , ,Toronto,M9W4L3,20220428140017,20220426154530
-79.3824260009999,43.8514869200001,2472,172386217,8777031,Pharmacy,RP,Carerx Richmond Hill, , , ,30 Fulton Way  5,"Unit  S, &6", ,Richmond Hill,L4B1E6,20220428135959,20220426154558
-80.421959294,43.428368597,2473,172382000,2778514,Pharmacy,RP,Shaker's Pharmacy, , , ,1601 River Road East,Unit 9, ,Kitchener,N2A3Y4,20220428140029,20220426153323
-81.6810845649999,43.157048988,2474,172385543,8046214,Pharmacy,LTCF,Chartwell Parkhill Ltc Residen, , , ,250 Tain Street, , ,Parkhill,N0M2K0,20220428140034,20220426154357
-80.968802094,43.7303090230001,2475,172385952,8497352,Pharmacy,RP,Listowel Remedy's Rx, , , ,600 Mitchell Road, , ,Listowel,N4W3T1,20220428135913,20220426154512
-79.312842368,43.7262913010001,2476,172384729,7088714,Pharmacy,RP,Phil-Way Pharmacy, , , ,1700 Eglinton Avenue East,Unit A3, ,Toronto,M4A2X4,20220428140015,20220426154124
-79.464656566,46.3339409340001,2477,172377783,184,Children's Treatment Centre,site,One Kid's Place Childen's Medical Treatment Centre of North East Ont, ,NORTH BAY CTC, ,945 Stockdale Road, , ,North Bay,P1B9N5,20220428140058,20220426152250
-79.810763498,43.407060222,2478,172384492,6818919,Pharmacy,RP,Wal-Mart Pharmacy, , , ,4515 Dundas Street West,R.R. 1, ,Burlington,L7M5B4,20220428135956,20220426154041
-80.684691749,48.769439348,2479,172380223,3331,Mental Health and Addiction Organization,Mental Health Services,Minto Counselling Centre, , , ,58 Anson,Suite A,Practice Location,Iroquois Falls,P0K1E0,20220428140026,20220426152847
-79.5130054429999,43.855005814,2480,172383272,5140876,Pharmacy,RP,Shoppers Drug Mart #933, , , ,2266 Major Mackenzie Drive West, , ,Vaughan,L6A3Y7,20220428135924,20220426153648
-79.6606920679999,43.598563063,2481,172383725,5787810,Pharmacy,RP,Heritage Hills Pharmacy, , , ,4646 Heritage Hills Boulevard,Unit 9 & 10, ,Mississauga,L5R1Y4,20220428140032,20220426153826
-79.427366084,44.600863647,2482,172377825,114,Family Health Team - Contract,Site,Couchiching Family Health Team, , , ,119 Memorial Avenue,Unit 203, ,Orillia,L3V5X1,20220428135902,20220426160929
-79.446681906,43.6769554860001,2483,172383035,4776031,Pharmacy,RP,Clair Gardens Pharmacy, , , ,1263 St Clair Avenue West, , ,Toronto,M6E1B8,20220428140012,20220426153548
-80.9930289819999,46.491731681,2484,172387056,N0443,Retirement Home, ,Red Oak Villa, , , ,20 Road,Suite Anne, ,Greater Sudbury,P3C5N4,20220428140054,20220426154751
-78.511803987,44.5860546870001,2485,172387915,4321,Community Support Service,Site,Lovesick Lake Native Women's Association, ,GALWAY-CAVENDISH-HARV Lovesick Lake, ,1489 County Road,"R.R. 1, 507", ,Galway-Cavendish-Harv,K0L1J0,20220428135945,20220428112825
-79.285905299,43.020550277,2486,172385623,8127430,Pharmacy,RP,Pelham Hills Pharmacy, , , ,1018 Pelham Street,Unit 1, ,Pelham,L0S1E0,20220428140052,20220426154416
-79.5418551939999,43.1883932960001,2487,172379859,1996,Mental Health and Addiction Organization,Addiction Services,Community Addiction Services of Niagara, , , ,167 Main Street East,Alexander Globe Centre,Practice Location,Grimsby,L3M1P2,20220428140026,20220426152757
-79.429334516,43.843691216,2488,172384777,7148516,Pharmacy,RP,Shoppers Drug Mart #1179, , , ,8865 Yonge Street, , ,Richmond Hill,L4C6Z1,20220428135926,20220426154139
-82.198078258,42.40256083,2489,172379683,13683,Mental Health and Addiction Organization,Mental Health Services,Canadian Mental Health Association (CMHA) Lambton Kent Branch, , , ,240 Grand Avenue West,Suite 100,Administration and Practice Location,Chatham,N7L1C1,20220428135905,20220426152734
-80.529867165,43.8316905620001,2490,172381274,1076613,Pharmacy,LTCF,Caressant Care (Arthur), , , ,215 Eliza Street, , ,Arthur,N0G1A0,20220428140009,20220426153146
-79.415880311,43.8420667170001,2491,172381836,2360590,Pharmacy,RP,Wal-Mart Pharmacy, , , ,255 Silver Linden Drive, , ,Richmond Hill,L4B4V5,20220428135922,20220426153302
-79.7074273649999,43.3987469250001,2492,172384338,6621079,Pharmacy,RP,Shoppers Drug Mart #996, , , ,2297 Lakeshore Road West, , ,Oakville,L6L1H2,20220428135911,20220426154016
-78.3474884079999,44.2999597460001,2493,172380389,3198,Mental Health and Addiction Organization,Mental Health Services,Peterborough Regional Health Centre, , , ,1 Hospital Drive, ,Administration and Practice Location,Peterborough,K9J7C6,20220428140044,20220426152910
-81.135421903,43.259635433,2494,172386917,S0020,Retirement Home, ,Kingsway Lodge, , , ,310 Queen Street, , ,Saint Marys,N4X1C8,20220428140112,20220426154732
-82.5991005499999,42.052995648,2495,172381165,803651,Pharmacy,RP,Thomson Guardian Drugs, , , ,20 Talbot Street East, , ,Leamington,N8H1L2,20220428135952,20220426153131
-75.697193138,45.4215295550001,2496,172379811,5686,Mental Health and Addiction Organization,Mental Health Services,Centre Le Cap, , , ,150 chemin MontréAlley,Suite 300,Practice Location,Ottawa,K1L8H2,20220428140043,20220426152751
-76.1514730979999,44.3360068480001,2497,172385117,7533519,Pharmacy,RP,Shoppers Drug Mart #1143, , , ,615 Kings Street East, , ,Gananoque,K7G1H4,20220428140109,20220426154243
-80.20786077,42.7878810930001,2498,172388310,1056,Long-Term Care Home,For-Profit,Dover Cliffs, , , ,501 St. George Street,Postal Office Box 430, ,Port Dover,N0A1N0,20220428140002,20220426155040
-79.3700179799999,43.658693187,2499,172380585,3351,Mental Health and Addiction Organization,Mental Health Services,Street Health Community Nursing Foundation, , , ,338 Dundas Street East, ,Administration and Practice Location,Toronto,M5A2A1,20220428135936,20220426152944
-79.268107191,42.998806974,2500,172377963,179,Family Health Team - Contract,Site,Welland McMaster Family Health Team, , , ,555 Prince Charles Drive North, , ,Welland,L3C6B5,20220428140040,20220426161101
-79.375901781,43.650315785,2501,172380177,13763,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,LOFT Community Services, , , ,15 Toronto Street,9th Floor,Administrative Office,Toronto,M5C2E3,20220428140101,20220426152841
-80.949027068,44.567385567,2502,172386404,9340297,Pharmacy,LTCF,Maple View, , , ,1029 Fourth Avenue West, , ,Owen Sound,N4K4W1,20220428140018,20220426154623
-75.6734363269999,45.3849820500001,2503,172386607,N0551,Retirement Home, ,Billingswood Manor, , , ,1370 Bank Street, , ,Ottawa,K1H8N6,20220428135959,20220426154651
-84.317162954,46.525083002,2504,172382429,3702112,Pharmacy,RP,Loblaw Pharmacy #4101, , , ,50 Great Northern Road,Unit 44, ,Sault Ste. Marie,P6B4Y5,20220428140030,20220426153421
-79.7951765889999,43.3571618140001,2505,172385984,8530315,Pharmacy,RP,Carerx Smartmeds, , , ,960 Cumberland Avenue,Unit 948, ,Burlington,L7N3J6,20220428140035,20220426154517
-79.672926345,44.407625802,2506,172383905,6056279,Pharmacy,RP,Pharma Plus #1370, , , ,353 Duckworth Street, , ,Barrie,L4M3X8,20220428135940,20220426153902
-82.464011893,45.9182566110001,2507,172378291,3979430,Independent Health Facility,Radgrhy,Gore Bay Medical Centre X-Ray, ,Gore Bay HSO, ,70 Meredith Street, ,Practice Location,Gore Bay,P0P1H0,20220428140058,20220426152409
